county,precinct,office,district,party,candidate,votes
ACCOMACK,101 - CHINCOTEAGUE,U.S. Senate,,OTH,All Others,1
ACCOMACK,101 - CHINCOTEAGUE,U.S. Senate,,REP,George Felix Allen,1075
ACCOMACK,101 - CHINCOTEAGUE,U.S. Senate,,DEM,Timothy Michael Kaine,546
ACCOMACK,201 - ATLANTIC,U.S. Senate,,OTH,All Others,1
ACCOMACK,201 - ATLANTIC,U.S. Senate,,REP,George Felix Allen,507
ACCOMACK,201 - ATLANTIC,U.S. Senate,,DEM,Timothy Michael Kaine,253
ACCOMACK,202 - GREENBACKVILLE,U.S. Senate,,OTH,All Others,2
ACCOMACK,202 - GREENBACKVILLE,U.S. Senate,,REP,George Felix Allen,608
ACCOMACK,202 - GREENBACKVILLE,U.S. Senate,,DEM,Timothy Michael Kaine,297
ACCOMACK,301 - OAK HALL,U.S. Senate,,OTH,All Others,2
ACCOMACK,301 - OAK HALL,U.S. Senate,,REP,George Felix Allen,553
ACCOMACK,301 - OAK HALL,U.S. Senate,,DEM,Timothy Michael Kaine,948
ACCOMACK,401 - BLOXOM,U.S. Senate,,OTH,All Others,1
ACCOMACK,401 - BLOXOM,U.S. Senate,,REP,George Felix Allen,328
ACCOMACK,401 - BLOXOM,U.S. Senate,,DEM,Timothy Michael Kaine,191
ACCOMACK,402 - PARKSLEY,U.S. Senate,,REP,George Felix Allen,463
ACCOMACK,402 - PARKSLEY,U.S. Senate,,DEM,Timothy Michael Kaine,313
ACCOMACK,403 - SAXIS,U.S. Senate,,OTH,All Others,1
ACCOMACK,403 - SAXIS,U.S. Senate,,REP,George Felix Allen,135
ACCOMACK,403 - SAXIS,U.S. Senate,,DEM,Timothy Michael Kaine,68
ACCOMACK,501 - MAPPSVILLE,U.S. Senate,,REP,George Felix Allen,218
ACCOMACK,501 - MAPPSVILLE,U.S. Senate,,DEM,Timothy Michael Kaine,410
ACCOMACK,502 - RUE,U.S. Senate,,OTH,All Others,2
ACCOMACK,502 - RUE,U.S. Senate,,REP,George Felix Allen,133
